,ENCFF855XWL,ENCFF394ILT,ENCFF753UVR,ENCFF423HWS,ENCFF428XME,ENCFF827OWX,ENCFF119HDC,ENCFF424IRB,ENCFF346AVD,ENCFF983TON,ENCFF945PKC,ENCFF817OKW,ENCFF840BXH,ENCFF087HIG,ENCFF517MBY,ENCFF187MBB,ENCFF026RES,ENCFF613KZJ,ENCFF874LJS,ENCFF492AZH,ENCFF928HTH,ENCFF077WSJ,ENCFF977LKL,ENCFF564OCC,ENCFF811GWB,ENCFF622GIX,ENCFF141QVV,ENCFF437SBD,ENCFF702OQW,ENCFF296NWQ,ENCFF467YZL,ENCFF375GZN,ENCFF443YAW,ENCFF559ZBP,ENCFF601YUN,ENCFF959RYF,ENCFF865DDB,ENCFF567QQP,ENCFF075BWE,ENCFF434PBY,ENCFF785XEV,ENCFF470PDD,ENCFF995TKW,ENCFF625JKM,ENCFF463OCW,ENCFF645YXV,ENCFF754CFM,ENCFF538UNB,ENCFF889KIG,ENCFF946HWJ,ENCFF392GLP,ENCFF589FYO,ENCFF494FJB,ENCFF067MGG,ENCFF729CFS,ENCFF385QYX,ENCFF905HDC,ENCFF800IDT,ENCFF074PXG,ENCFF565UUV,ENCFF344UVE,ENCFF614WZC,ENCFF611QTT,ENCFF873NQS,ENCFF682HIM,ENCFF730IMW,ENCFF018VLM,ENCFF021WXP,ENCFF545SIA,ENCFF755NNR,ENCFF253JUY,ENCFF688ZST,ENCFF837PEP,ENCFF006ELI,ENCFF461VEI,ENCFF850VDF,ENCFF538RSM,ENCFF399REE,ENCFF062GEP,ENCFF434PFO,ENCFF080DVI,ENCFF141FGO,ENCFF513ONW,ENCFF101KOX,ENCFF794XRI,ENCFF354BKY
ENSG00000208022.1,40,263,21,13,7,13,38,4,1,2,4,4,1,3,3,1,4,17,13,25,2,20,12,14,20,1,4,1,1,2,0,1,0,2,0,14,9,1,0,29,19,0,1,0,1,11,11,6,2,6,0,5,14,6,2,8,15,10,4,2,3,1,7,3,5,0,4,4,4,8,5,1,1,10,15,20,1,2,19,6,1,0,2,4,7,8
ENSG00000265227.1,2,9,0,0,1,0,4,1,2,0,0,0,0,0,5,5,3,0,3,2,0,6,0,1,0,0,1,0,2,0,0,4,2,1,4,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,10,0,0,3,1,1,1,0,0,1,1
ENSG00000266099.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000283998.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
ENSG00000199172.3,216,1627,136,158,140,137,535,196,195,483,532,1700,64,83,163,134,613,166,110,259,87,538,270,421,332,59,842,178,159,170,197,97,62,55,83,492,444,214,236,843,1309,79,43,63,60,446,333,425,221,125,86,209,1003,125,106,154,214,219,279,171,264,211,208,217,161,42,130,98,80,141,59,62,73,287,425,224,374,244,280,104,242,150,426,409,457,402
ENSG00000265917.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221479.3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,3,2,1,1,3,15,22,0,0,0,2,0,0,0,0,0,41,38,48,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,2
ENSG00000207586.1,27,72,9,14,2,2,10,6,1,1,0,0,3,2,51,1,0,1,0,0,1,0,0,1,1,0,0,14,29,14,8,4,1,0,2,7,33,0,1,36,11,0,11,1,0,10,17,54,14,85,96,227,670,3,4,8,26,8,12,11,1,3,1280,1920,1284,0,0,2,0,25,11,23,27,0,2,1,2,10,17,0,7,0,0,2,0,17
ENSG00000265861.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221476.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284503.1,0,4,0,1,1,1,1,0,0,3,6,3,2,2,4,1,3,0,2,0,0,3,3,4,3,1,0,3,0,2,0,0,0,0,0,1,1,6,4,1,4,0,0,0,0,0,0,4,1,2,2,2,13,0,0,0,0,1,1,1,5,0,2,4,3,0,4,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,2,1
ENSG00000264295.1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,6,3,0,0,0,0,3,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
ENSG00000284388.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000207622.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263510.1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000273700.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000274697.1,1,12,2,1,0,0,5,3,0,7,6,3,0,0,0,1,1,5,5,6,2,15,0,4,1,3,2,0,0,0,0,2,0,0,0,6,1,0,6,6,12,2,1,3,2,3,2,1,0,7,0,7,19,0,2,1,1,3,2,2,1,2,0,0,0,0,0,1,2,2,0,0,0,1,0,0,5,3,6,1,2,2,6,8,3,2
ENSG00000266370.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
ENSG00000283793.1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000283507.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276908.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274822.1,2,10,2,0,0,1,4,2,1,1,4,1,1,0,1,1,1,3,0,1,0,2,1,0,5,0,1,0,0,0,3,1,1,0,0,0,3,2,1,0,2,1,0,0,0,5,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,2,5,1,0,1,1,0,1,1,0,1,0,2,0,0,0,3,1,1,0,2,0,0,0
ENSG00000207967.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264037.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283768.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266704.1,4,6,2,1,2,0,1,3,1,1,1,3,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0
ENSG00000284143.1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,4,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000284402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265526.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284425.1,0,4,0,0,0,0,6,3,0,7,1,4,1,1,0,0,4,0,0,3,0,4,3,5,2,5,0,0,2,6,1,0,0,0,0,2,1,7,5,8,7,2,0,2,0,0,0,0,1,2,2,2,3,0,1,0,8,2,4,2,1,0,6,3,6,1,4,4,2,1,0,0,1,0,0,2,2,2,0,1,1,0,7,1,6,1
ENSG00000266655.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275967.1,1,12,1,1,1,1,4,5,3,3,4,6,0,1,0,0,4,1,1,0,0,0,0,2,4,2,1,2,1,2,0,1,1,1,0,0,2,1,1,4,1,0,0,2,0,1,1,4,2,3,1,2,10,1,0,0,0,0,1,1,0,2,2,1,0,0,0,1,1,2,0,0,1,0,2,0,1,0,0,0,0,0,2,3,0,1
ENSG00000265345.1,2,8,0,1,2,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,1,1,0,0,0,0,2,0,0,1,2,3,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,1,0,1,1,3,0,0,0,2,1,1,2,4,3,3,1
ENSG00000265061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000265635.1,1,7,0,2,0,0,1,2,0,0,7,0,2,8,41,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,2,0,0,0,0,14,4,4,0,0,0,1,2,2,3,1,3,1,0,1,0,0,0,1,1,1,0,4,4,8,4,0,1,0,2,0,0,0,0,0,1,0,17,0
ENSG00000277052.1,0,6,1,1,1,0,2,0,0,2,3,2,0,0,1,0,1,2,4,1,1,1,3,0,3,0,2,0,0,2,1,0,0,0,0,0,1,2,1,3,5,1,0,3,0,2,1,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,4,0,0,0
ENSG00000263978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252695.1,2,19,0,2,2,0,2,9,4,11,8,22,1,0,1,1,5,8,8,8,3,4,27,7,24,0,6,13,3,8,6,0,0,0,0,3,2,1,3,8,5,0,1,1,0,5,3,7,2,3,6,7,73,2,2,1,4,2,1,2,1,1,2,7,6,1,0,0,2,0,0,0,1,4,1,0,17,7,1,0,2,0,9,0,7,1
ENSG00000264171.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211491.2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ENSG00000207652.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284584.1,0,12,1,2,0,0,8,0,0,1,0,2,0,1,1,0,0,1,1,2,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,2,0,0,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,1,0,0,3,0,1,0
ENSG00000276319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264864.1,21,145,8,20,18,42,169,88,79,62,96,1436,1,1,137,46,232,20,15,46,25,161,415,373,536,52,27,61,61,58,72,19,9,5,12,467,73,64,176,2633,499,45,29,37,31,146,703,131,266,7,5,24,41,22,3,35,87,31,10,12,9,5,24,20,9,18,22,27,34,36,11,8,11,118,82,57,98,97,134,31,49,307,460,75,4417,162
ENSG00000208006.1,3334,24860,1108,2565,2279,2481,3591,5811,3817,2671,2574,3910,224,370,2021,2143,3362,1633,1153,5458,1561,12432,4629,5177,6726,432,2165,1209,2284,2501,1335,1836,1061,762,1777,3681,7314,441,1022,13846,9910,3132,1675,2784,2567,8389,9302,4519,3687,693,633,1492,4366,2010,1090,3826,1615,2802,1596,1206,1206,932,2345,2212,1684,1446,2863,2112,2261,2319,1470,1069,1201,5644,6872,816,1109,2183,5323,4597,4122,1691,6512,2743,685,5374
ENSG00000283785.1,4315,24564,1661,3446,5033,1750,21484,18402,11333,8085,13354,11202,203,376,3124,7786,8982,2816,2124,4334,1287,8309,14539,11323,6852,3133,1889,2975,4392,5484,2499,5912,2925,1633,4351,5097,3539,2246,2566,25037,105835,5882,3063,4883,4247,34954,6763,8438,34598,1221,1185,3431,9990,3280,1238,5199,2273,722,2244,1679,2288,1545,4056,3674,3069,2876,4044,2379,2495,2397,1564,2169,1895,3806,5406,25187,3562,4103,7835,1616,8300,927,25929,7032,5901,32179
ENSG00000266072.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266611.1,0,4,0,0,0,0,0,0,3,1,2,4,0,1,3,1,45,0,0,0,0,0,0,0,1,0,0,2,3,7,2,0,0,0,0,0,1,0,0,3,1,0,0,1,0,9,3,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1
ENSG00000211579.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283126.1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
ENSG00000264387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266663.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263581.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263561.1,0,5,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,6,0,2,0,0,0,0,0
ENSG00000266325.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266052.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283783.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284536.1,6239,35570,3200,6694,5429,5007,6309,7474,3372,4219,5084,5177,1590,1865,5717,4541,24210,8254,6416,11509,4420,30456,15501,21941,10142,3423,10348,2719,4134,4206,2218,2426,1483,948,1862,16611,18167,4578,21157,26513,18512,7792,3940,6248,6249,22458,25164,13585,3949,2769,1638,4114,18116,4671,3296,8156,5068,4518,7790,5337,5991,4316,5666,6252,3039,2773,3504,6193,6195,6101,2995,2619,2552,10812,11178,2745,14264,10917,9068,3847,5893,4359,20049,12135,20817,12827
ENSG00000283815.1,167,806,63,141,234,633,317,525,215,214,206,446,19,14,321,354,326,169,148,540,247,1469,966,2295,908,144,248,132,180,174,72,53,26,13,31,970,1215,962,1048,3750,3246,220,98,201,198,2362,2821,1178,400,42,35,79,360,128,86,455,391,355,265,185,147,94,175,163,71,91,98,105,97,157,60,69,96,663,744,317,1505,717,730,259,619,441,2551,635,4686,1174
ENSG00000284204.1,11,25,0,5,9,1,8,32,15,10,3,13,1,4,65,81,100,5,5,15,2,54,22,20,29,4,3,7,15,28,12,8,2,2,3,34,48,5,8,80,128,8,1,15,4,86,51,46,100,1,3,2,24,4,6,10,12,16,8,9,9,6,17,8,5,7,1,11,9,8,2,3,0,41,32,10,1,13,7,4,10,14,79,5,56,29
ENSG00000283762.1,3521,18474,1631,4056,4688,4827,3491,5494,2265,2178,2424,1954,861,897,3373,4268,25504,4431,2955,6902,2235,22664,10403,15493,6766,1558,4509,2011,3243,3838,1791,1888,1107,634,1379,12812,13496,2455,12729,16424,11182,6746,3000,5388,5514,17290,21641,9930,3718,1265,879,1940,7246,2718,1654,5747,4248,3761,4533,3052,3232,1778,3877,3876,1667,2249,2422,4811,5639,3557,1907,1742,1614,12147,11508,1995,7613,8517,8256,3790,4403,3527,13534,6962,16046,9117
ENSG00000284375.1,4,23,2,1,3,0,24,4,5,4,3,55,1,7,22,85,53,3,3,5,2,3,9,7,11,4,7,4,7,11,1,4,1,0,0,36,35,3,14,188,76,11,0,8,6,16,50,10,37,1,2,0,7,3,2,4,1,8,10,4,4,4,2,6,2,0,2,2,2,3,0,0,1,23,8,3,5,9,6,1,7,6,68,5,40,31
ENSG00000283705.1,445,4463,368,509,252,232,3814,401,297,661,445,1701,661,864,1283,1151,4530,2394,2181,819,449,2802,1030,2187,1417,82,914,1001,999,885,898,266,170,129,190,508,832,240,596,2193,3071,810,416,796,677,1707,1265,973,1253,1492,802,2311,9467,284,191,337,92,176,691,481,906,702,611,921,628,102,336,574,346,564,196,191,135,238,282,69,850,615,273,118,604,165,2371,618,222,772
ENSG00000263741.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000283487.1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ENSG00000263399.1,0,1,1,0,0,0,2,0,1,2,1,3,0,0,0,0,0,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,2,0,0,1
