,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR578,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,11,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0
MIR635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MIR34C,15,28,52,420,419,603,283,191,241,148,43,472,22,18,24,3,42,37,113,121,70,62,35,8,2084,2523,188,183,248,86,76,50,21,529,0,527,244,611,908,43,5952,10375,837,1149,97,49,156,1329,813,799,2327,564,216,171,4217,9606,135,318,637,479,55,48,4804,6000,154,845
MIR23B,9652,18147,16174,1785,2186,5727,2949,3390,2694,937,1017,1676,20097,20458,24178,308693,58203,36909,18581,12555,11489,109748,110339,88188,108328,127242,3249,3272,22817,37960,58514,3697,3141,78581,23150,90150,4631,5990,7559,1388,146984,105407,14424,17699,97956,101063,52867,45638,33694,109096,37736,20400,188955,167044,200560,414997,30607,36042,7520,7549,67866,30661,121266,138248,80212,149995
MIR203A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR433,3,25,19,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,9,7,4,0,0,0,777,418,0,0,1257,922,480,9,2,1356,1,492,0,2,4,0,1,0,0,0,1,0,1,7,6,3,15,8,3,5,239,525,8,9,16,15,0,150,6,8,4,25
MIR615,18,201,96,4,1,2,0,9,1,0,0,0,736,1128,2229,7,22,8,922,171,178,767,873,100,4743,2407,0,8,466,22,93,242,155,319,685,19216,7,2,0,1,6184,5,21,10,1,11,10,167,104,5899,52,22,3483,3492,1108,2454,4618,4429,4,5,0,307,789,958,2145,392
MIR550A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIR583,0,1,1,0,0,1,1,0,0,0,0,0,2,4,7,1,3,6,0,0,0,1,0,1,13,14,0,0,2,7,10,0,0,4,1,0,0,0,0,0,0,4,0,0,3,2,1,1,0,0,0,0,0,0,4,14,2,0,0,0,3,0,0,0,0,0
MIR662,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR526B,0,1,0,343,290,169,87,57,62,72,53,131,0,0,0,1,0,1,3,34,53,1,1,0,0,0,451,365,0,0,0,10,3,0,0,1,12,11,8,10,0,0,39,58,0,0,0,72,48,1,234,119,1,2,0,0,0,1,17,17,0,3,2,11,0,0
MIR199B,4,8,14,17,20,56,38,24,19,35,9,21,33,49,70,708,271,589,555,3152,2037,37,39,12,2282,3507,35,132,1826,1536,2924,785,630,1157,6,4,10,19,60,2,8038,1085,30,45,2877,2767,2722,393,276,20314,153,73,7357,5656,2,10,8835,6802,15,21,6468,48,3988,5468,34753,339
MIR30B,174,1089,2228,92,55,346,209,67,37,34,34,120,386,486,804,1196,2331,3375,1107,3676,4310,557,522,827,304,177,92,88,150,171,181,2364,1091,399,773,317,80,114,295,19,658,222,106,153,127,131,128,1421,955,963,769,325,762,771,137,320,360,679,167,118,295,620,231,277,450,2177
MIR606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181D,1171,6743,4884,180,208,369,179,82,78,51,24,102,362,458,623,775,5931,2511,145,359,335,1773,1546,799,930,1052,261,184,455,506,315,66,52,960,3350,722,72,114,120,48,6998,3078,351,521,1538,2401,1830,2837,1891,4826,3419,1769,2154,1335,1583,2578,612,1289,25,24,683,2987,1271,1443,881,1329
MIR135A2,2,7,2,287,290,1574,994,255,257,125,109,169,0,0,0,9,0,1,0,3,0,3,7,35,0,0,234,210,0,0,0,0,0,0,0,8,18,34,37,19,23,48,143,216,0,2,1,98,52,31,1756,828,97,130,0,0,770,1563,177,131,0,23,1,0,184,14
MIR544A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR508,2,3,1,5,8,6,4,5,5,0,2,4,0,0,0,2,1,3,2,15,2,8,12,5,0,1,21,18,5,7,4,0,0,0,0,1,46,27,37,16,205,91,12,11,0,0,1,17,13,602,42,16,1156,678,8,20,33,28,6,3,1,4,193,248,33,327
MIR215,17,20,37,2,1,0,0,4,1,0,0,0,3,6,2,15,6,7,32,31,48,4,0,2,2,1,2,2,0,3,0,44,57,5,3,4,0,0,2,0,6,12,0,2,1,0,1,1,0,9,1,0,19509,16511,2,3,1,3,2,2,1,78,1,6,122,2819
MIR520A,0,0,0,575,445,323,167,243,189,109,147,326,0,1,0,6,0,1,31,170,217,1,0,0,0,0,642,654,0,0,0,58,25,0,0,1,23,25,29,19,1,1,62,106,0,0,0,125,84,1,317,175,0,5,0,0,0,3,104,70,2,1,5,3,0,3
MIR181A2,2599,33718,16188,16,12,42,25,32,25,5,9,12,107,145,256,341,165,95,256,208,356,7,4,12,1702,1428,1018,1167,2803,1868,3775,112,101,1810,328,817,11,11,32,78,12672,5714,478,728,6580,6012,4458,686,440,21941,2948,1277,2427,2587,3339,4477,7140,5517,83,59,11377,2439,2120,2736,4511,6991
MIR490,1,0,0,6,3,57,38,5,6,0,1,4,0,0,0,1,0,0,2,1,0,0,0,3,264,61,2,1,103,61,54,0,1,4336,0,4,0,0,2,0,1003,2,3,12,5,6,0,256,174,1780,109,55,726,1115,3,5,22,22,4,1,300,1,41,37,190,487
MIR124-3,0,0,0,1,1,11,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,2,0,0,37,25,0,0,0,0,12,11,0,0,0,0,0,0,0,0
MIR520E,0,3,2,2760,2086,1590,654,532,716,845,537,783,0,0,1,43,9,2,85,913,799,0,3,7,0,1,8555,6554,0,0,0,80,73,0,0,1,78,95,118,303,2,11,206,327,0,0,0,329,236,1,1416,582,1,1,1,1,8,24,195,154,23,10,8,3,5,2
MIR598,2122,6373,4488,713,751,4054,2332,577,616,804,845,1833,0,5,0,52,1,0,2,0,5,2334,2838,2287,181,142,1746,2489,385,581,332,1,0,1736,16,1015,1282,934,1053,470,7107,4781,3732,5595,1298,1332,1228,7561,5153,12020,30098,15043,2621,3026,1193,2605,14513,20322,1099,855,1753,6691,645,784,4987,8782
MIR206,0,6,0,194,114,20,7,340,148,0,0,0,103,251,0,0,3139,57,0,0,0,400,142,0,208,171,1,1,0,1,0,0,0,0,0,0,1,0,1,2,11,4,638,1003,0,0,1,30,24,5,2438,1261,263,278,509363,1443291,0,0,312,269,0,0,243,352,425,33
MIR191,45315,93785,66660,8933,9685,16300,8232,8736,9078,4645,3611,8939,49363,58929,64442,60601,51447,30225,54778,59221,41148,33963,34928,60784,16106,15754,7514,6627,9277,8234,5757,12352,7360,18181,76858,99994,7957,13177,10603,1387,58921,49452,18846,25897,12236,18929,14262,56342,36125,24539,41684,22437,62692,47839,15723,37145,15354,31477,18623,16288,5422,15607,30689,36274,8036,25057
MIR554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
MIR200A,64,108,92,216,206,180,102,109,138,104,156,164,4644,4402,6882,4996,2366,2314,39,8,13,8755,9291,9600,4,1,758,847,0,0,0,4,7,20,6506,50,369,280,443,94,1303,65,2312,3387,3,16,9,794,522,1181,6249,3210,5730,5211,8,10,41,28,96,88,9,7080,108,156,4175,6240
MIR127,11,667,419,5,1,0,0,14,1,8,8,18,2,2,16,4,8,11,146,335,337,4,2,5,11784,8564,1,0,9861,9123,5580,170,116,13127,2,5395,64,45,86,6,2,6,10,18,4,0,5,24,6,5,68,29,21,13,3194,8093,62,138,215,176,0,909,28,44,24,105
MIR491,118,726,803,25,29,143,75,16,25,8,4,17,44,54,118,88,240,170,58,230,218,43,55,16,93,42,70,58,22,62,7,27,20,37,67,24,33,37,24,19,505,235,99,111,63,73,45,425,347,155,959,508,98,96,36,96,109,238,53,64,29,87,108,139,53,201
MIR149,23,45,14,1331,1604,6293,3358,1317,948,614,464,1334,3547,4814,7555,1468,1433,882,123,81,86,23986,25823,11528,1712,1228,3980,2711,10635,12898,13396,54,49,3557,1928,8511,862,400,1129,646,49549,35690,21720,25618,3664,3959,3428,10096,6977,14973,138842,67248,8110,8232,5551,13541,29874,20479,5007,4920,7402,21608,9269,10702,6825,24363
MIR604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181C,2138,22053,15305,136,193,176,88,85,142,39,24,60,1069,1019,510,1156,5124,2619,192,806,1208,3250,2900,754,863,1352,340,315,279,365,236,218,163,1152,1893,691,143,78,253,87,8265,2103,250,362,2506,3438,2524,1596,1098,12071,1185,586,3405,2636,2946,4574,1251,1311,39,33,1284,5605,1623,1756,1587,3834
MIR193A,24,51,31,146,143,527,331,83,56,80,73,51,186,176,288,236,151,117,118,49,73,788,763,952,11774,5548,68,91,8340,19817,10989,23,34,1405,1878,7680,120,150,113,63,2516,2084,166,264,3085,4185,1464,3990,3202,759,1508,721,5945,5532,3959,7586,106,112,107,83,455,253,9441,11039,195,464
MIR515-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR515-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR585,0,0,0,13,13,80,43,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,390,260,10,6,12,3,3,0,0,2,135,65,3,1,2,2,366,286,6,10,177,331,182,114,85,146,68,39,364,397,1,0,11,15,2,0,57,21,72,91,93,95
MIR516A2,0,0,0,4,6,3,0,3,1,6,5,5,0,0,0,0,0,0,0,10,6,0,0,1,0,0,46,35,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
MIR619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR194-1,8,5,11,1,0,2,0,0,2,0,1,0,0,3,1,45,33,39,34,20,59,8,2,2,2,5,3,0,5,1,3,26,32,4,2,1,0,0,0,1,8,7,1,1,0,1,0,13,11,2,0,0,8951,5488,4,3,1,2,4,0,0,75,3,1,202,1918
MIR128-2,0,3,2,11,13,24,7,7,6,1,2,2,15,17,26,18,11,3,29,3,6,39,21,11,12,22,0,2,12,5,2,8,8,16,52,14,5,2,2,1,33,26,979,1231,115,190,93,348,244,53,1958,1338,38,36,11341,24500,11,14,27,22,53,11,18,28,94,79
MIR562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR581,2,10,19,0,0,2,2,1,0,2,0,3,1,0,3,1,3,3,21,73,80,1,2,2,0,0,0,0,1,0,0,61,46,0,0,0,0,1,0,0,1,4,0,1,0,0,0,19,13,0,9,6,0,0,1,1,6,6,1,0,0,2,3,1,0,4
MIR651,691,1424,1995,42,32,44,19,10,23,15,10,27,153,149,268,281,310,315,329,1367,1627,52,43,27,0,2,86,85,0,0,4,555,310,13,45,2,42,49,42,20,109,41,41,72,11,8,12,67,46,148,116,54,49,50,0,0,71,190,70,62,16,54,57,79,39,96
MIR526A1,0,0,2,478,358,478,298,147,172,337,115,371,0,0,0,0,0,1,12,687,635,1,1,0,0,0,883,2199,0,0,0,30,6,0,1,0,16,24,21,75,1,1,62,71,0,0,0,79,36,1,349,96,0,1,0,0,3,2,30,25,4,4,2,4,0,4
MIR7-3,9,22,23,6,4,16,12,1,1,5,1,10,31,41,165,4,26,18,12,54,26,6,8,11,0,3,1,3,9,3,4,9,7,4,1,3,7,6,26,1,2,22,24,37,0,1,2,2,1,1,116,74,6,5,2,2,7,17,0,2,0,39,1,0,9,53
MIR641,56,466,262,67,80,192,89,61,66,41,30,88,323,367,732,236,370,197,854,1370,783,96,109,89,55,42,85,62,37,17,16,304,205,117,88,2284,37,57,47,17,169,180,132,217,31,50,40,275,179,92,376,195,125,88,15,50,99,186,84,115,62,87,30,40,46,131
MIR588,3,9,10,1,2,4,3,2,0,0,0,0,1,0,7,0,6,0,4,7,9,0,1,0,0,0,1,3,0,0,0,3,1,1,2,1,0,2,3,0,11,3,2,4,0,0,1,40,32,2,17,7,6,0,1,3,4,3,4,2,0,2,1,0,2,1
MIR505,488,1613,1284,327,346,962,400,287,240,186,169,454,376,485,732,880,1413,973,1051,1053,996,618,542,795,429,325,280,129,800,643,638,713,426,503,422,1245,235,199,253,103,1445,481,705,956,228,362,258,7152,4917,772,3937,2242,1076,811,169,385,370,923,322,368,341,969,373,442,303,1169
MIR521-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIR595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR99A,693,25584,9628,35,35,41,27,99,50,30,252,547,84,187,186,309,129,37,804,13221,9114,4737,19077,12868,13256,18546,733,342,10211,4673,5871,553,580,2241,1012,2111,2066,1096,3138,209,252281,5557,140,77,143555,90137,70766,23836,13967,741402,596,257,37930,38365,34295,75503,243036,258957,106,87,193767,39949,253,426,160817,522090
MIR193B,2401,22046,25879,144,150,610,407,82,36,112,100,200,143,189,640,1386,9313,9858,504,2154,1459,1745,1474,2194,2435,1348,119,105,3854,2697,587,287,164,524,118,1160,239,222,434,48,6809,6098,108,92,1595,2058,1764,781,547,119,338,204,612,470,518,1083,46,77,145,164,247,173,1217,1539,451,2712
MIR510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,12,2,0,2,0,0,0,2,2,19,12,7,44,36,0,1,0,0,1,0,0,0,5,1,2,6
MIR571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR512-2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR512-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR655,0,15,15,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,4,20,0,1,0,51,42,0,0,127,58,67,23,10,145,1,31,0,0,0,1,6,6,1,0,0,0,0,0,0,0,0,0,4,1,31,70,3,4,2,0,0,28,2,8,1,1
MIR153-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,3,2,0,3,0
MIR138-2,1070,108,185,84,146,276,159,29,47,59,41,83,5,12,10,66,40,52,5,5,3,6,5,5,55,120,31,24,1057,777,438,1,0,8,12,20,26,24,53,2,5993,4845,461,634,270,307,222,233,182,54,1592,818,334,184,954,2284,38,96,24,40,175,38,14,8,37,127
MIR570,2,8,2,0,0,3,2,0,0,0,0,0,10,6,18,19,25,12,87,188,498,5,9,6,2,0,3,2,0,0,0,248,70,1,6,2,1,0,1,0,1,1,2,0,0,0,2,1,1,2,3,2,2,0,4,3,2,3,1,1,3,5,0,2,5,2
MIR28,251,309,147,2359,2520,6502,3009,2389,2261,2278,1587,2795,13340,11639,19980,50961,67884,26314,156,4,1,9649,9226,7487,8198,8462,3852,2985,6543,4931,3849,1,2,22125,10210,19088,3133,3196,4863,1022,51416,49975,2860,3877,13143,22428,12544,43531,30681,10616,14429,6307,22180,19596,9815,21337,10856,29137,7237,5048,6213,5996,14356,19155,6457,19859
MIR621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIR558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR128-1,324,428,341,191,213,532,266,203,145,51,81,176,753,772,834,1607,602,394,1289,292,458,632,488,263,329,370,133,96,179,196,174,402,338,464,471,943,147,143,164,14,793,499,1867,2622,229,479,211,1188,880,831,2859,1911,1034,1027,17884,38254,519,603,696,507,149,272,466,608,250,382
MIR489,3,0,0,73,58,51,22,39,42,111,40,152,16,10,49,2,0,0,22,12,12,2941,4915,5263,2,2,40,58,0,0,0,23,30,11,1,2,6949,699,4410,529,919,849,16,21,1,6,4,623,478,21,45,16,9,6,1,0,15,20,13,23,1,34,5,1,7,77
MIR548AA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR183,83,407,163,6736,7422,28857,16683,3425,2613,1407,1172,2989,10779,12438,20675,17013,8204,3538,9257,10006,9318,20687,18251,30151,20,6,4619,5062,22,32,45,3904,2747,301,49606,16373,694,597,647,667,10487,9247,61913,85055,4,69,39,19046,12179,16316,410879,191678,5244,4647,22,60,234,225,1432,1045,36,22052,1510,1499,5273,16320
MIR592,0,0,1,38,24,75,22,26,18,24,24,36,0,0,3,2,2,0,8,4,5,0,0,2,0,0,12,9,0,0,0,3,2,0,0,0,21,2,20,4,31,7,92,144,1,1,0,183,126,31,327,177,115,102,2,9,45,256,48,37,2,143,129,154,56,291
MIR602,3,1,2,2,0,3,2,2,0,0,0,0,4,1,7,0,12,6,1,6,5,9,11,1,0,0,3,3,1,3,0,1,0,1,0,1,0,0,0,0,7,1,0,1,1,0,1,16,14,2,19,9,0,0,0,0,7,4,0,0,0,4,1,2,0,2
MIR184,3,7,7,39,44,111,65,66,33,12,9,25,10,7,14,19,31,16,7,13,13,6,3,13,1,0,9,11,0,0,2,1,3,2,7,11,2,3,8,0,121,453,232,335,135,336,191,50,38,20,1428,698,158,135,339,752,6,11,10,8,39,1,4,14,8,59
MIR659,8,48,18,1,1,7,2,1,6,0,2,2,11,8,4,14,27,23,4,7,9,7,4,3,3,0,2,2,2,3,2,7,9,3,0,1,1,0,1,0,18,16,3,1,4,4,2,15,9,4,18,8,7,5,4,12,2,6,2,2,4,4,1,2,8,9
MIR573,29,94,113,21,28,51,17,15,19,18,20,38,32,55,172,15,180,159,30,116,161,28,23,7,2,0,19,14,9,5,6,130,76,3,2,35,4,0,4,3,9,9,0,5,1,1,0,5,4,0,2,0,0,0,0,1,16,30,7,5,0,1,0,0,2,3
MIR32,1441,5857,4998,457,437,1289,488,290,463,355,287,529,1174,1197,2005,6629,5032,3076,5349,10096,10797,2767,3303,1821,96,125,1197,882,110,116,78,14916,8133,288,671,1412,256,283,279,198,2116,594,388,659,223,145,168,1832,1307,2384,1333,527,1161,1635,574,1124,2409,3755,1077,785,577,2644,202,222,1188,2502
MIR518A2,0,0,0,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR597,2,3,2,6,2,15,5,0,1,1,1,6,10,4,10,8,19,7,30,15,20,5,9,1,1,2,2,5,5,3,2,11,7,4,0,4,3,2,3,0,15,9,7,19,0,1,3,51,36,19,32,20,8,6,1,5,9,9,5,7,1,10,4,7,4,8
MIR211,0,0,0,2,5,3,1,3,3,2,0,1,1,1,4,0,0,0,1,0,1,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,2,1,3,2,4,0,24,42,0,0,0,4,4,1,66,36,3,0,0,0,4,2,1,1,0,1,5,6,596,0
MIR7-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548AA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR129-1,1,17,10,2,1,19,9,2,0,0,1,0,0,1,0,0,2,1,17,21,44,0,1,0,39,47,1,4,4,1,7,3,2,2,1,0,1,0,1,1,8,5,345,325,0,0,0,124,66,3,901,545,1,2,1,1,4,3,0,0,0,110,2,2,62,127
MIR518F,1,7,6,3471,2765,2439,1313,1132,1032,1142,502,1482,0,1,1,21,2,3,75,1375,971,2,3,8,0,0,6916,8750,0,0,0,80,43,0,1,3,73,135,160,351,11,17,321,533,0,0,0,638,366,6,2518,749,13,22,0,2,12,23,439,355,22,26,45,42,7,11
MIR141,273,542,642,887,757,1563,613,1140,1573,404,447,662,24355,22845,20655,114,111,96,249,127,357,28502,28997,16498,12,7,2007,1713,4,2,0,155,97,25,58,17,1238,867,2992,1166,4572,391,241,385,1,8,5,3997,2763,4020,440,272,7999,7337,10,41,33,20,218,197,9,17200,1026,1170,4758,43860
MIR525,0,0,0,744,651,525,394,357,274,154,145,466,0,0,0,13,0,0,6,30,39,0,2,1,0,0,352,1621,0,0,0,30,7,0,0,1,16,24,27,14,1,4,85,123,0,0,0,224,146,0,394,246,4,5,0,0,0,1,64,52,0,6,16,9,0,2
