,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR519B,0,0,0,2718,2385,1046,362,658,1117,512,192,424,0,1,1,12,3,0,64,36,38,5,7,4,0,1,2673,2524,0,0,0,20,37,1,0,3,57,59,114,111,8,10,281,387,0,0,0,557,464,4,677,219,8,17,0,2,5,8,346,260,7,11,34,41,2,3
MIR596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR30A,196,337,371,548,536,1060,600,509,503,397,414,961,78,203,201,519,223,207,22,29,32,1179,1733,567,5939,8742,587,585,10773,13370,5354,13,9,22717,6741,118463,687,822,1151,294,44114,61894,10142,14254,3216,4967,4191,26898,18839,56653,31502,19296,28113,17874,41948,84784,26941,55949,632,649,6400,11868,5606,5842,18522,11580
MIR517B,0,0,0,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR517C,0,8,2,2712,2125,2712,1407,442,617,1733,1706,3436,0,0,0,2,0,0,40,699,1063,10,3,11,0,0,13692,16976,0,0,0,149,106,0,2,4,226,75,256,390,18,12,420,572,0,0,0,976,617,28,5094,2432,17,30,1,0,19,9,427,303,42,55,60,66,14,28
MIR33B,697,5232,5059,123,106,959,592,99,63,139,152,285,678,1093,3763,823,1091,758,2520,7228,12732,599,801,1141,65,35,1066,1000,615,237,304,13428,9692,137,449,640,66,61,145,72,376,682,204,294,19,39,25,3019,1985,204,5294,2508,189,229,113,270,2212,1533,91,68,83,317,49,49,215,461
MIR520H,0,0,0,43,45,12,6,7,4,4,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,6,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,1,0,0,0,8,6,0,8,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0
MIR518B,0,3,1,10645,9645,5098,2575,2907,2307,2509,1465,2331,1,2,3,29,0,0,119,192,104,20,13,9,0,1,8130,5148,1,0,0,33,30,3,0,6,152,92,254,197,39,22,1083,1470,1,2,0,1689,1245,6,5661,2445,29,70,1,2,14,22,845,667,6,16,137,141,9,17
MIR125B2,15,59,47,6,4,5,4,1,3,0,1,7,58,57,46,3,4,1,7,22,39,76,319,285,951,671,2,4,515,494,229,3,8,162,108,92,8,11,26,0,1794,506,17,26,885,1379,920,1722,1175,3492,221,131,979,1147,635,1300,1126,1351,4,6,885,224,90,112,807,1299
MIR27B,5541,4095,5881,257,211,1022,570,431,283,117,122,340,2275,2855,4694,26143,15411,24647,3845,6359,8814,19903,22703,29225,9357,7819,450,536,2381,6059,2930,6368,3414,11865,2217,12789,729,648,1014,142,24426,19573,881,1628,8392,6541,9896,13198,9149,16423,3199,1512,19930,26242,18722,37704,4499,3765,1087,817,14386,9750,9701,9972,12314,17270
MIR514A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR514A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR514A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR498,0,0,1,2554,2710,1434,782,424,409,339,278,709,0,0,0,12,0,0,31,88,66,2,1,0,0,0,2074,1682,0,0,0,17,12,0,0,3,23,26,39,43,6,2,189,325,0,0,1,338,219,0,1359,715,1,1,1,0,4,6,117,122,2,5,12,26,5,0
MIR221,11282,81535,55634,9215,8577,22929,11764,3216,3308,3319,1375,6679,54304,48109,123806,24607,38790,24889,3630,2226,1340,3442,2259,4311,145907,129128,11223,9259,70448,43694,22946,2160,1000,52762,98306,20191,1086,1608,2055,903,69942,70225,5175,7873,7929,7165,11275,14980,8807,8630,22715,7878,25022,29586,40948,75602,3201,5338,6230,6721,22119,5580,32363,42397,12354,40816
MIR513B,1,8,2,1,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,4,6,8,0,0,2,1,0,0,0,0,0,0,0,2,3,3,13,2,42,14,0,0,0,0,1,1,1,41,6,4,94,64,2,2,0,6,1,1,0,0,18,28,4,19
MIR513A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR610,1,6,3,1,2,1,1,0,0,0,0,1,1,0,14,3,15,6,8,19,19,5,1,5,4,2,1,1,4,5,7,7,8,0,1,3,2,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0
MIR566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR559,0,0,0,5,8,13,3,6,4,0,3,10,48,70,158,32,29,21,69,39,86,7,13,19,0,0,11,10,0,0,0,65,50,0,1,5,10,7,11,3,1,3,6,7,0,0,0,17,12,5,0,0,6,14,0,0,0,0,3,4,0,5,3,0,2,21
MIR196A2,35,455,143,5,2,0,0,9,2,3,4,0,1594,1488,2696,31,27,9,895,1640,1252,509,739,89,7,15,1,0,45,8,19,380,359,256,446,19282,17,4,25,0,191,3,14,3,0,5,1,316,189,320,7,4,972,693,951,2219,684,1286,4,5,0,0,474,607,8,20
MIR516B2,0,1,0,122,204,120,67,16,26,47,32,102,0,0,0,0,0,0,2,1,0,0,0,0,0,0,55,61,0,0,0,0,3,0,0,0,1,2,1,0,3,0,20,25,0,0,0,25,19,0,72,41,1,0,0,0,0,0,3,4,0,0,0,2,0,0
MIR135A1,5,21,8,7,12,71,43,10,10,7,6,9,0,0,1,5,28,16,16,15,10,0,0,1,0,0,3,6,0,0,0,2,10,0,0,7,14,21,17,3,176,30,61,81,0,0,0,543,386,238,869,442,71,98,0,0,166,220,62,60,1,67,9,8,61,18
MIR302A,1,1,0,1568971,1484260,4319567,1839303,964042,1337156,1450450,1018748,1904933,259,614,17,3,5,0,1,0,1,785,354,3,396,211,3452738,2734593,7,5,1,0,0,48,0,9,1919891,2198149,2121799,944410,68684,169596,269506,395027,21,129,50,2033919,1404301,3196,1371803,600390,2912,2775,271,858,1205,1538,1761305,1598766,1169,115081,5863,6677,3528,39590
MIR603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR577,4,29,48,76,57,253,131,15,50,12,32,100,168,238,228,1,0,0,267,708,1317,2,3,0,0,0,45,91,0,0,0,351,120,0,6,18,46,24,34,2,84,191,42,73,0,0,0,454,285,7,99,53,145,182,0,0,91,31,18,22,0,51,1,0,33,113
MIR33A,1040,2832,1764,89,68,484,243,74,49,211,316,372,227,265,343,1116,213,181,856,816,1382,223,223,258,17,18,193,185,40,41,33,2668,1643,54,152,119,288,265,483,35,419,147,117,261,39,54,42,1663,1121,321,2029,1009,194,314,281,549,670,606,275,192,116,631,78,77,304,192
MIR9-1,9,2,0,0,0,3,2,1,0,0,1,0,1,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,14,8,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR654,11,129,145,1,2,3,3,1,1,1,0,7,1,3,9,6,29,28,20,77,88,7,2,2,1308,910,2,1,3728,1864,1852,124,78,3971,12,898,10,6,6,1,311,203,4,2,0,8,1,29,19,68,11,9,79,73,521,1223,47,21,106,59,2,1857,120,160,19,51
MIR204,0,9,6,282,256,847,511,367,246,118,147,343,2,1,1,60,12,8,5,19,29,1,0,1,2,1,625,785,1,0,0,22,10,0,0,4,71,48,80,44,159,136,231,243,0,0,6,759,492,284,869,464,216,311,541,1741,662,429,1589,1532,1,700,40,51,4529,1295
MIR511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,1,0,18,30,0,0,0,96,64,1,237,122,4,9,1,0,0,0,0,0,0,0,0,0,0,0
MIR567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,3,0,0,0,94,125,0,0,0,1,0,0,0,0,0,0,2,5
MIR136,1,28,13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8,18,23,0,0,0,192,213,0,0,326,232,190,36,18,746,1,146,3,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,421,930,3,1,14,11,0,153,3,2,6,6
MIR634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR574,58,195,167,57,63,184,117,44,32,35,18,71,294,338,678,3723,2056,2168,592,850,634,167,190,245,4696,2577,74,65,2135,3526,740,355,354,3387,590,825,196,113,199,17,7340,3952,48,45,1791,2798,2998,3354,2417,2101,194,117,7085,7170,1200,2288,284,446,63,71,2483,626,5766,7577,370,1108
MIR516B1,0,0,0,631,832,522,332,105,152,174,148,508,0,1,0,1,1,1,5,9,17,2,0,0,0,0,291,551,0,0,0,7,4,0,1,3,24,18,24,15,1,1,131,165,0,0,0,229,160,0,916,571,4,4,0,0,2,0,51,87,3,1,28,27,1,0
MIR152,79,409,345,10,11,35,16,4,3,4,6,18,13,24,41,568,249,255,101,155,151,517,598,270,2125,2279,36,30,987,1631,270,49,35,2178,346,437,24,14,38,3,1671,1016,63,64,2096,3943,2865,225,170,1732,299,148,3665,3923,1304,2712,461,715,42,31,1028,46,2896,3970,112,421
MIR328,81,156,104,8,14,139,114,13,4,8,4,9,31,26,102,230,131,111,180,172,108,74,57,122,517,278,18,33,724,1092,259,50,29,390,275,150,42,30,65,10,1501,648,371,462,427,469,343,18939,14363,1111,4166,2249,770,589,127,314,278,495,98,107,297,193,506,593,193,301
MIR561,0,2,1,7,11,2,0,5,9,3,3,37,7,23,21,0,0,0,45,155,324,0,4,14,0,0,26,30,13,3,0,862,45,2,0,3,0,0,2,1,7,0,3,8,1,0,7,60,8,3,8,5,4,2,0,3,20,12,5,2,28,95,1,2,13,14
MIR624,152,201,189,24,18,35,23,18,19,7,4,24,113,122,231,507,524,673,647,564,1123,93,112,69,19,14,23,32,22,37,16,1816,951,43,26,43,23,13,33,7,125,94,13,26,15,27,26,370,255,88,69,36,33,44,22,37,107,87,63,46,61,63,20,23,54,80
MIR138-1,2416,187,277,166,233,369,206,76,130,100,42,118,8,12,6,26,47,56,1,0,2,11,3,6,128,178,59,40,1435,917,456,0,1,14,6,30,24,42,81,13,6919,6349,652,864,463,310,410,213,157,65,1654,751,1093,656,2250,5326,78,232,55,116,283,84,26,15,83,246
MIR579,50,79,72,8,7,39,26,6,3,6,4,13,65,102,249,90,257,182,310,288,398,39,64,26,26,24,8,11,19,22,10,495,343,15,20,33,3,3,9,3,54,52,7,15,7,14,10,105,62,45,57,27,29,21,24,28,44,48,20,25,19,29,9,23,8,33
MIR105-1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,20,13,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MIR656,0,39,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,7,13,1,0,0,67,57,0,0,177,112,91,7,3,301,1,43,1,1,3,0,20,24,0,1,0,0,0,0,0,5,0,0,6,9,87,190,0,4,5,7,0,61,15,3,0,5
MIR153-2,0,5,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,233,112,3,1,0,0,0,0,3,3
MIR496,1,11,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,2,0,0,72,66,0,0,185,111,119,2,1,313,1,77,0,0,0,0,25,33,0,0,0,0,0,1,1,3,0,0,14,7,24,57,1,0,2,2,0,49,13,14,2,8
MIR30C1,255,1003,931,136,142,663,366,108,64,56,31,92,208,216,364,528,650,324,888,1544,1181,132,92,124,142,98,153,137,66,52,15,696,455,69,145,282,46,43,46,30,343,247,135,236,46,64,51,691,444,177,1193,454,252,323,135,286,334,551,134,103,47,148,77,137,94,305
MIR569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR629,683,3753,1048,827,795,2386,1150,652,521,283,200,378,2324,3087,3377,1144,4048,1120,7773,3058,1794,2114,1559,1170,1079,758,392,321,385,162,73,605,470,433,905,2699,320,223,544,128,3141,1876,2100,3041,174,291,138,5670,3985,1198,6703,2759,1967,2293,314,640,807,1484,2157,1607,98,342,2284,2803,279,1654
MIR620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR507,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,18,1,1,17,7,2,0,0,0,0,0,0,1,2,2,0,0
MIR660,2009,7378,9709,146,134,282,149,141,176,95,57,290,866,1004,1165,2046,4878,4153,1874,5995,3205,912,1201,1465,172,221,156,193,117,105,23,2737,1894,571,369,3467,316,248,212,65,3982,1551,718,1032,441,317,527,1150,745,8379,2044,757,2025,1633,5090,14657,1892,4481,267,226,376,823,423,575,1372,2554
MIR125B1,1,3,0,44,38,132,49,48,12,22,19,30,3496,3713,7820,183,66,24,39,1,0,9,8,7,18191,12372,41,45,23931,15757,11764,1,0,9083,14979,1398,5,1,28,5,8967,6868,19,20,1194,1889,1306,4573,3001,3265,117,55,3984,4117,3871,6960,690,1319,42,26,1242,49,4421,6422,1134,428
MIR638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0
MIR589,405,1068,568,191,200,748,431,119,95,61,76,154,217,265,448,222,348,331,1342,1271,1409,605,668,439,258,156,210,177,294,305,95,333,256,235,582,333,82,48,119,5,2145,1501,334,430,86,192,142,1447,1035,153,1130,681,160,189,106,187,242,224,218,154,117,87,196,224,62,208
MIR557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR181B1,146,241,244,2,1,6,3,1,1,1,0,0,10,11,32,9,12,12,2,7,1,35,26,47,9,36,9,4,156,72,53,1,2,50,20,48,0,0,0,0,1350,1077,11,18,30,101,118,63,45,278,56,41,48,15,61,89,58,127,3,4,40,9,223,151,37,24
MIR607,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
MIR154,5,66,146,3,2,6,4,1,6,2,2,12,13,25,19,9,19,20,46,49,86,22,5,4,1443,1531,1,1,1373,1083,330,136,125,6738,15,986,48,15,38,1,279,164,9,3,1,2,2,9,6,89,1,0,77,90,959,2429,15,22,295,208,0,420,131,209,4,35
MIR527,0,0,0,85,83,52,25,14,15,16,1,5,0,0,1,1,0,0,2,0,2,1,4,1,0,0,43,36,0,0,0,0,0,0,0,7,1,3,7,5,6,1,15,20,0,0,0,60,43,5,70,20,2,3,0,0,7,12,18,16,0,1,9,6,1,10
MIR23A,30190,80559,52724,3412,3230,4210,1614,3560,2479,1256,1328,2190,226522,182085,263789,89889,53007,25835,98217,49443,58359,200799,175715,141859,366182,338068,5308,3108,99183,158213,203986,26369,22720,288703,421957,351866,4606,6629,9630,1680,359951,200324,4656,5632,286754,344872,161355,42406,31170,89148,16763,8594,109223,115017,370993,736947,22106,39565,5464,4004,174636,19235,179087,203830,21683,105470
MIR519D,0,1,0,2022,1782,916,428,404,488,259,293,608,0,1,1,7,0,1,28,84,106,2,1,1,1,0,851,936,0,0,0,34,34,0,0,2,63,25,82,32,9,8,184,307,0,0,0,1230,1025,2,714,453,9,19,0,1,2,1,120,97,1,8,33,36,1,3
MIR548B,0,0,0,8,3,9,1,5,13,0,2,2,5,15,15,48,89,37,158,73,286,3,9,0,0,0,11,3,0,0,0,76,59,0,3,5,4,4,18,4,3,0,7,19,0,0,0,50,36,5,25,20,3,8,1,2,4,6,12,9,0,7,0,1,1,10
MIR613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR513A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR518E,0,0,0,713,588,712,477,246,187,138,113,300,0,0,0,0,0,0,10,8,9,2,0,5,0,0,339,776,0,0,0,7,4,0,0,1,12,34,21,5,5,1,56,101,0,0,0,207,150,0,227,87,3,7,0,0,1,0,71,59,0,1,11,11,2,1
MIR576,77,104,139,12,8,8,3,49,21,4,1,7,142,188,197,181,228,189,561,348,414,87,64,40,24,28,19,19,9,19,6,541,453,53,17,51,16,21,20,3,97,32,19,34,2,15,9,119,84,160,25,21,32,46,36,99,60,89,36,41,27,58,23,23,73,104
MIR493,42,270,117,6,2,0,0,6,5,2,3,2,3,6,7,6,14,7,143,58,89,2,3,6,8049,6168,4,1,7383,4956,7151,79,42,17873,11,4688,24,21,17,4,0,3,4,8,1,0,1,6,6,3,12,6,24,33,3803,10988,7,13,161,79,0,789,34,40,9,69
MIR182,164,814,257,8017,12913,40062,18913,3305,3696,2604,2439,5042,18102,19545,41236,30785,17437,8576,28162,27715,20538,50550,47228,44924,32,22,9777,7690,35,56,39,5907,4617,562,98107,34704,1693,1562,2415,1313,19747,14368,84110,113420,32,90,78,26162,17345,26245,390518,210071,7209,4120,59,128,275,268,2341,3062,91,29190,2456,2071,8979,36049
MIR601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR519A1,0,0,0,560,538,342,174,141,81,122,97,225,0,0,0,31,3,3,10,12,5,5,7,3,0,1,266,190,0,1,0,7,9,0,4,105,24,14,21,10,33,34,92,109,0,0,0,396,261,16,753,334,16,29,0,6,72,130,115,91,0,9,101,115,1,39
MIR134,3,124,95,2,0,6,2,1,1,3,1,1,3,5,11,1,15,21,41,83,82,20,6,0,2692,2004,0,1,3795,2873,2026,41,34,4534,29,1519,11,11,12,3,818,609,2,11,2,4,3,33,22,52,38,14,102,87,573,1368,19,41,74,80,0,250,135,216,11,24
MIR100,131,270,121,439,324,827,449,433,275,276,301,486,166205,155227,367077,14272,1300,642,1599,111,112,291,144,97,258843,370785,1203,1119,283385,200831,246092,11,11,373852,1426439,61040,710,757,2271,276,112909,136909,1226,1378,37531,46869,35047,5553,3165,80263,6697,3056,32958,29676,199230,405918,9039,8888,1184,937,179402,2638,47327,64529,36577,65670
MIR325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR301A,308,333,444,263,295,549,153,210,317,307,1241,134,878,1051,1254,25049,1767,1954,1359,2255,27632,4579,6351,2958,55,84,574,286,42,434,98,709,2465,2676,10144,4160,1916,447,758,199,3702,723,1900,2443,235,1329,101,12347,11068,19724,16061,13917,1068,623,198,349,2215,8852,713,816,496,2252,893,1028,1501,1905
MIR644A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR509-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR431,11,238,148,1,0,0,0,2,1,4,2,14,1,0,2,11,5,5,43,48,119,3,1,1,1353,912,2,3,4245,4416,3064,139,123,5681,1,2863,45,36,39,14,1,2,0,4,0,0,0,49,30,2,10,4,4,14,639,1140,106,76,120,115,1,3285,20,5,47,181
MIR643,29,190,108,5,4,8,4,5,10,2,5,9,34,27,104,20,59,44,116,355,323,14,15,11,3,4,13,10,6,3,0,125,75,5,14,8,3,2,9,2,13,13,9,11,0,3,1,26,13,11,31,12,8,12,6,6,26,48,8,9,5,10,4,4,10,36
MIR549A,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,22,50,37,0,0,0,0,0,1,15,17,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,0,4,3,2,0,0,0,0,0,1,0,4,8,0,0,0,0,11,0,0,0,0,1
MIR323B,4,25,16,0,1,0,0,0,0,0,1,2,2,1,5,2,1,1,4,5,8,0,0,0,145,96,0,0,200,121,107,8,12,637,4,137,2,1,3,0,60,53,1,3,1,1,0,6,6,15,4,4,8,7,67,108,11,2,19,11,0,88,8,15,1,11
MIR503,368,262,208,57,45,229,177,79,28,49,17,144,98,166,148,16,0,1,296,475,425,601,797,2861,4524,2767,75,146,3021,4143,2136,496,271,7283,882,1114,24,16,11,18,9882,13606,231,385,102,129,271,54809,37249,2253,4156,1342,1535,1654,6717,12546,524,614,38,29,260,459,1281,1837,586,264
MIR16-1,4342,63249,58599,429,391,688,298,291,498,439,410,331,3341,3465,2576,4571,1631,1538,3275,92682,82267,4252,6735,2187,1035,2406,517,676,1903,988,521,5044,3793,1289,4148,4009,924,908,906,495,1900,1241,2991,3410,2468,4013,2227,2595,1612,3632,8525,4744,1603,743,1711,3741,5536,14300,1354,1737,2709,1388,438,427,2416,2028
MIR125A,18,108,23,1352,1542,2583,1142,1198,888,202,261,526,5891,6652,8950,10218,7359,4255,13887,6191,7694,18843,16484,18595,20255,20395,2772,1613,7461,23927,9660,4344,5143,17236,17621,21115,2224,1199,3564,416,87994,30741,6684,10229,5891,16945,14431,71482,59176,75462,16706,12256,56934,48752,14639,28318,1387,1113,1739,2231,13106,7916,38121,46015,4445,18652
MIR130A,850,3279,2046,36599,30967,57355,21912,25676,29170,11998,12556,17849,10102,11709,11355,27718,9745,5749,102,17,48,101,43,72,14583,16853,32558,22268,10659,8525,6819,7,3,19497,18366,12439,15286,17562,26320,6911,123093,68839,60297,97030,10322,28124,12864,110794,74167,80642,192080,102401,83130,80407,30590,65715,75351,133255,72136,62233,11770,59619,27928,34302,39399,80502
MIRLET7F2,4940,48717,21198,12,17,58,35,25,4,6,19,32,7379,5977,9885,1321,1608,539,500,569,297,5422,5457,5906,4402,6787,30,35,2929,2050,3231,163,153,4024,7268,6276,25,116,239,5,545,388,46,30,9159,12972,12070,129,86,682,286,107,2194,1610,5766,12437,152,145,46,35,5640,63,99,150,486,1837
MIR652,4861,18321,6655,1791,1920,9947,5616,2069,1506,909,717,1520,5215,6515,8528,13796,11030,4267,31678,18662,11952,21720,35687,47521,1714,994,3682,2711,1539,1846,1019,7610,6296,2164,6131,8550,818,759,981,820,19457,9630,9865,15274,1091,1727,1014,20408,13819,12464,113487,53615,13699,15716,1669,3446,20115,41852,3456,2850,901,10484,3532,4929,6444,14656
